idx,label,action_name,n_frames,n_valid_frames,x_range,y_range,z_range,mean_variance,max_variance,min_variance,temporal_variance,warning
62,20,Alternate Dumbbell Curls,550,550,1.131600022315979,0.6515129804611206,1.7205066680908203,0.10065149515867233,0.17333681881427765,0.08570026606321335,0.016897376626729965,
63,21,Right-side Kettlebell Bent-over Row,550,550,1.0860400199890137,1.1406359672546387,1.7186245918273926,0.09090328216552734,0.13402581214904785,0.07658275961875916,0.00981086865067482,
64,21,Right-side Kettlebell Bent-over Row,550,550,1.0439200401306152,1.2059760093688965,1.6889342069625854,0.08390529453754425,0.12604062259197235,0.07277235388755798,0.011170598678290844,
65,21,Right-side Kettlebell Bent-over Row,550,550,1.0425300598144531,1.2367870807647705,1.695568561553955,0.08248984813690186,0.12463594973087311,0.07153250277042389,0.010646233335137367,
66,22,Wrist Joint Warm-up,550,473,1.0378899574279785,0.5315389633178711,1.6408207416534424,0.10651501268148422,0.11262007057666779,0.09079398959875107,0.007812952622771263,
67,22,Wrist Joint Warm-up,550,525,1.028380036354065,0.5352929830551147,1.638190746307373,0.10529275238513947,0.11630205810070038,0.08940304070711136,0.006710074841976166,
68,22,Wrist Joint Warm-up,550,550,0.9660300016403198,0.5355520248413086,1.6344890594482422,0.10475325584411621,0.11152389645576477,0.09372808784246445,0.003479928243905306,
69,23,Right-side Bent-over Tricep Extension With Resistance Band,550,550,1.1476900577545166,0.9952269792556763,1.6480942964553833,0.08448659628629684,0.1092897281050682,0.0710608959197998,0.009049610234797001,
70,23,Right-side Bent-over Tricep Extension With Resistance Band,550,550,1.115689992904663,0.8811039924621582,1.6395562887191772,0.08491895347833633,0.10596766322851181,0.07420491427183151,0.006851705722510815,
71,23,Right-side Bent-over Tricep Extension With Resistance Band,550,550,1.149399995803833,0.9136329889297485,1.6448979377746582,0.08447863161563873,0.10953302681446075,0.07408180087804794,0.007159477099776268,
72,24,Bent-over Dumbbell Tricep Extension,550,550,0.9887199997901917,0.6345130205154419,2.574089288711548,0.3167264461517334,0.31711870431900024,0.1013803482055664,0.0005714508588425815,
73,24,Bent-over Dumbbell Tricep Extension,550,550,0.764009952545166,0.6345130205154419,1.491654396057129,0.09956730157136917,0.09956730902194977,0.09956730902194977,1.801416004212908e-12,
74,24,Bent-over Dumbbell Tricep Extension,550,550,0.764009952545166,0.6345130205154419,1.491654396057129,0.09956730157136917,0.09956730902194977,0.09956730902194977,1.801416004212908e-12,
75,25,Nod And Raise Head,550,550,1.1023399829864502,0.6345130205154419,2.6539595127105713,0.37260040640830994,0.3903195261955261,0.09956730902194977,0.0028931223787367344,
76,25,Nod And Raise Head,550,550,1.1626100540161133,0.5147750377655029,1.7003271579742432,0.10898660123348236,0.11274535953998566,0.10535373538732529,0.003524985397234559,
77,25,Nod And Raise Head,550,550,1.0905100107192993,0.504302978515625,1.7099571228027344,0.10859446227550507,0.11646105349063873,0.10358429700136185,0.0037813219241797924,
78,26,Two-way Head Turn,550,550,1.1327600479125977,0.2690249979496002,1.6321392059326172,0.08669638633728027,0.10870348662137985,0.08489357680082321,0.0005740565247833729,
79,26,Two-way Head Turn,550,550,1.250789999961853,0.21470999717712402,1.6364428997039795,0.08685091882944107,0.11511705815792084,0.08479316532611847,0.0007843637722544372,
80,26,Two-way Head Turn,550,550,1.258810043334961,0.22971200942993164,1.6329140663146973,0.08746439218521118,0.11607163399457932,0.08542253077030182,0.0007869303808547556,
81,27,Shrug And Sink The Shoulders,550,550,1.2141799926757812,0.21607699990272522,1.6378737688064575,0.08695293217897415,0.11390121281147003,0.08389028906822205,0.000495036831125617,
82,27,Shrug And Sink The Shoulders,550,550,1.2743399143218994,0.23003599047660828,1.6412899494171143,0.08796396106481552,0.11700884252786636,0.08446227014064789,0.0009177572792395949,
83,27,Shrug And Sink The Shoulders,550,550,1.2497799396514893,0.22597000002861023,1.6397192478179932,0.08883429318666458,0.11616192013025284,0.08568035066127777,0.0008700152975507081,
84,28,Four-way Nod Head,550,550,1.4710299968719482,0.5464930534362793,1.6313421726226807,0.09761322289705276,0.1382538229227066,0.08812956511974335,0.004855733830481768,
85,28,Four-way Nod Head,550,550,1.4637500047683716,0.5059770345687866,1.6280211210250854,0.09397846460342407,0.13399231433868408,0.08847150951623917,0.003073812695220113,
86,28,Four-way Nod Head,550,550,1.6206800937652588,0.4520599842071533,1.628887414932251,0.09556198120117188,0.15210598707199097,0.08789568394422531,0.003994498401880264,
87,29,Lying Alternate Upper-half Leg Raise,550,550,1.4456501007080078,1.7533049583435059,1.8260753154754639,0.1870088130235672,0.3351139724254608,0.09146931022405624,0.05838170275092125,
88,29,Lying Alternate Upper-half Leg Raise,550,550,0.9103699922561646,1.7651851177215576,1.7573449611663818,0.1800810694694519,0.2795228362083435,0.08791622519493103,0.052314020693302155,
89,29,Lying Alternate Upper-half Leg Raise,550,550,0.9359599947929382,1.6181080341339111,1.7602145671844482,0.16336822509765625,0.2248883843421936,0.0888206884264946,0.05892360582947731,
90,30,Half Roll Back,550,550,1.0625900030136108,1.3736640214920044,1.793845772743225,0.13143742084503174,0.19810576736927032,0.07865405827760696,0.03141651302576065,
91,30,Half Roll Back,550,550,1.229330062866211,1.2919100522994995,1.8138176202774048,0.12953516840934753,0.18760769069194794,0.08028826117515564,0.02184957265853882,
92,30,Half Roll Back,550,550,1.0772500038146973,1.348641037940979,1.817274570465088,0.12054374068975449,0.16045275330543518,0.08009818196296692,0.022255882620811462,
93,31,Kneeling Right-side Torso Twist,550,550,0.9722299575805664,1.6377969980239868,1.7396939992904663,0.19989435374736786,0.2541157603263855,0.08246558159589767,0.029423989355564117,
94,31,Kneeling Right-side Torso Twist,550,550,1.1262500286102295,1.5934629440307617,1.748284935951233,0.17782247066497803,0.2368982434272766,0.08844690024852753,0.041085775941610336,
95,31,Kneeling Right-side Torso Twist,550,550,1.1635700464248657,1.519461989402771,1.7484169006347656,0.19174480438232422,0.23835168778896332,0.0819789245724678,0.029327919706702232,
96,32,Left-side Knee Raise And Abdominal Muscles Contract,550,550,1.2555899620056152,0.5591130256652832,2.161759376525879,0.13085032999515533,0.1632983535528183,0.07989552617073059,0.015635516494512558,
97,32,Left-side Knee Raise And Abdominal Muscles Contract,550,550,1.3799700736999512,0.5517150163650513,2.202042818069458,0.12727490067481995,0.15959475934505463,0.0797572061419487,0.015335195697844028,
98,32,Left-side Knee Raise And Abdominal Muscles Contract,550,550,1.3803000450134277,0.43680599331855774,2.205415725708008,0.12606261670589447,0.16735665500164032,0.0804981142282486,0.01871180534362793,
99,33,Kneeling Right Leg Backward Stretch,550,550,1.1578800678253174,1.6725620031356812,1.7432777881622314,0.267255038022995,0.29750508069992065,0.08930054306983948,0.03065945953130722,
100,33,Kneeling Right Leg Backward Stretch,550,550,1.0288200378417969,1.6328279972076416,1.745519995689392,0.24296939373016357,0.2690030634403229,0.08738389611244202,0.022778306156396866,
101,33,Kneeling Right Leg Backward Stretch,550,550,1.0850099325180054,1.7162840366363525,1.7442915439605713,0.22802422940731049,0.26425307989120483,0.0901661291718483,0.04218391329050064,
102,34,Kneeling Right Arm Raise,550,550,0.9404200315475464,0.6345130205154419,2.5715203285217285,0.31087374687194824,0.3112604320049286,0.0985860750079155,0.0005681428592652082,
103,34,Kneeling Right Arm Raise,550,550,0.764009952545166,0.6345130205154419,1.491654396057129,0.09956730157136917,0.09956730902194977,0.09956730902194977,1.801416004212908e-12,
104,34,Kneeling Right Arm Raise,550,550,0.764009952545166,0.6345130205154419,1.491654396057129,0.09956730157136917,0.09956730902194977,0.09956730902194977,1.801416004212908e-12,
105,35,Shoulder Bridge,550,550,0.900130033493042,1.622549057006836,2.572521448135376,0.08893148601055145,0.31337103247642517,0.06328360736370087,0.032175298780202866,
106,35,Shoulder Bridge,550,550,0.9745500087738037,1.6525629758834839,1.8076229095458984,0.18652990460395813,0.23311345279216766,0.0930720791220665,0.03762182965874672,
107,35,Shoulder Bridge,550,550,1.0325599908828735,1.5961079597473145,1.7851629257202148,0.1814141571521759,0.2014753669500351,0.09375021606683731,0.04009450972080231,
108,36,Prone Press-ups,550,550,1.1813499927520752,1.805609941482544,1.743593692779541,0.26087862253189087,0.3079683184623718,0.08391551673412323,0.038579005748033524,
109,36,Prone Press-ups,550,550,1.0979900360107422,1.8012710809707642,1.7676317691802979,0.21905755996704102,0.2625429928302765,0.07618026435375214,0.04511430487036705,
110,36,Prone Press-ups,550,550,1.04135000705719,1.7913789749145508,1.7489497661590576,0.22165274620056152,0.282873272895813,0.07624180614948273,0.06734904646873474,
111,37,Bent-over Torso Rotation,550,550,1.1832799911499023,0.7455359697341919,1.649825096130371,0.07957413047552109,0.11603830754756927,0.07090535759925842,0.005443693138659,
112,37,Bent-over Torso Rotation,550,550,1.129729986190796,0.7239800095558167,1.6566851139068604,0.08103220164775848,0.10687781125307083,0.07142281532287598,0.006498367991298437,
113,37,Bent-over Torso Rotation,550,550,1.1197400093078613,0.8052539825439453,1.6447279453277588,0.07759542018175125,0.10671980679035187,0.07088137418031693,0.005553051829338074,
114,38,Lying Arm Pull,550,550,1.1790099143981934,2.136058807373047,1.7694554328918457,0.2322944849729538,0.285687118768692,0.08760939538478851,0.0636420026421547,
115,38,Lying Arm Pull,550,550,1.2129099369049072,2.2112810611724854,1.8326832056045532,0.2528054714202881,0.31942108273506165,0.10063741356134415,0.07056094706058502,
116,38,Lying Arm Pull,550,550,1.2672300338745117,2.1177680492401123,1.808751106262207,0.2659800052642822,0.33381301164627075,0.08793161064386368,0.08030461519956589,
117,39,Prone Press Up With Torso Rotation,550,550,1.0643000602722168,1.9039559364318848,1.7574918270111084,0.213057279586792,0.25729477405548096,0.0773971825838089,0.04579149931669235,
118,39,Prone Press Up With Torso Rotation,550,550,1.02183997631073,1.8344160318374634,1.738086223602295,0.2213519662618637,0.26265376806259155,0.08987113833427429,0.056374333798885345,
119,39,Prone Press Up With Torso Rotation,550,550,1.1354200839996338,1.8161020278930664,1.7539769411087036,0.22551824152469635,0.26297542452812195,0.07988004386425018,0.03557354956865311,
120,40,Breaststroke Push-ups,550,550,1.6243300437927246,2.304095983505249,1.7550687789916992,0.2705609202384949,0.3312796652317047,0.0942612811923027,0.0668594241142273,
121,40,Breaststroke Push-ups,550,550,1.070430040359497,2.3028199672698975,1.7484660148620605,0.25447970628738403,0.32528090476989746,0.0932021364569664,0.0561029426753521,
122,40,Breaststroke Push-ups,550,550,1.1213799715042114,2.3120460510253906,1.7456750869750977,0.25348106026649475,0.3268924057483673,0.09981062263250351,0.06765911728143692,
123,41,Sit-ups,550,550,1.249000072479248,2.3011460304260254,1.7638342380523682,0.18266661465168,0.4084015190601349,0.07635454833507538,0.0872824639081955,
124,41,Sit-ups,550,550,1.1299800872802734,2.562053918838501,1.7413580417633057,0.18091833591461182,0.46318933367729187,0.07916152477264404,0.1052212044596672,
125,41,Sit-ups,550,550,1.3735100030899048,2.6490378379821777,1.717015027999878,0.18413633108139038,0.42214125394821167,0.0836668536067009,0.10062655061483383,
126,42,Side-lying Left Leg Forward Raise,550,550,1.353410005569458,1.900418996810913,1.80007004737854,0.18955183029174805,0.25026220083236694,0.09390019625425339,0.08613414317369461,
127,42,Side-lying Left Leg Forward Raise,550,550,1.402899980545044,1.9387919902801514,1.8012299537658691,0.2199556678533554,0.2684310972690582,0.09740467369556427,0.055472977459430695,
128,42,Side-lying Left Leg Forward Raise,550,550,1.3577799797058105,1.9556519985198975,1.8296778202056885,0.2010146528482437,0.25103339552879333,0.0872483029961586,0.06942705810070038,
129,43,Right Leg Reverse Lunge,550,550,1.3043500185012817,1.1130859851837158,1.646104097366333,0.08407054841518402,0.11745910346508026,0.07256834954023361,0.016178542748093605,
130,43,Right Leg Reverse Lunge,550,550,1.2158600091934204,1.1400450468063354,1.6500380039215088,0.08265430480241776,0.11282618343830109,0.06812561303377151,0.016304556280374527,
131,43,Right Leg Reverse Lunge,550,550,1.198970079421997,1.046552062034607,1.6532464027404785,0.08425144851207733,0.11172989010810852,0.0694814994931221,0.013321863487362862,
132,44,Kneeling Left Knee Lift,550,550,1.4028400182724,1.5045210123062134,1.7535877227783203,0.17830897867679596,0.20305684208869934,0.09245458990335464,0.029065560549497604,
133,44,Kneeling Left Knee Lift,550,550,1.023669958114624,1.4176480770111084,1.7446825504302979,0.18031539022922516,0.20446635782718658,0.07767131179571152,0.029096338897943497,
134,44,Kneeling Left Knee Lift,550,550,1.116260051727295,1.6019339561462402,1.7600033283233643,0.17352567613124847,0.20540930330753326,0.0813845694065094,0.03762323781847954,
135,45,Alternate Reverse Lunge,550,550,1.0794399976730347,1.1540719270706177,1.69049870967865,0.09094325453042984,0.10476578027009964,0.07493290305137634,0.015594275668263435,
136,45,Alternate Reverse Lunge,550,550,0.9916399717330933,1.0794960260391235,1.675243616104126,0.08329639583826065,0.10036274045705795,0.06989626586437225,0.014381332322955132,
137,45,Alternate Reverse Lunge,550,550,1.215980052947998,1.1797559261322021,1.6841967105865479,0.08310773223638535,0.11191734671592712,0.0675041675567627,0.014431127347052097,
138,46,Side-lying Right Leg Backward Kick,550,550,1.245460033416748,2.0610289573669434,1.8213945627212524,0.21938063204288483,0.27654367685317993,0.08186650276184082,0.07179989665746689,
139,46,Side-lying Right Leg Backward Kick,550,550,1.0694199800491333,2.0587210655212402,1.8344683647155762,0.29341447353363037,0.34750792384147644,0.08163978904485703,0.07102058827877045,
140,46,Side-lying Right Leg Backward Kick,550,550,1.0607800483703613,2.101300001144409,1.8111070394515991,0.27932828664779663,0.3495931327342987,0.07845357060432434,0.10221477597951889,
141,47,Left Leg Lunge With Knee Lift,550,550,1.247689962387085,1.3048460483551025,1.6875303983688354,0.07654496282339096,0.11569458246231079,0.06598952412605286,0.012635827995836735,
142,47,Left Leg Lunge With Knee Lift,550,550,1.2182899713516235,1.302419900894165,1.6963475942611694,0.07974685728549957,0.112428218126297,0.06757178902626038,0.011372493579983711,
143,47,Left Leg Lunge With Knee Lift,550,550,1.27839994430542,1.2344080209732056,1.6915563344955444,0.07699767500162125,0.11719819158315659,0.0644037276506424,0.011499853804707527,
144,48,Sumo Squat,550,550,1.229889988899231,0.7644820213317871,1.7069659233093262,0.09941872209310532,0.12601935863494873,0.07060758024454117,0.012368031777441502,
145,48,Sumo Squat,550,550,1.0281000137329102,0.6558830142021179,1.6740269660949707,0.10062520951032639,0.11771504580974579,0.07412859052419662,0.010480561293661594,
146,48,Sumo Squat,550,550,1.0607800483703613,0.6372209787368774,1.6696646213531494,0.10179370641708374,0.11804892122745514,0.07823603600263596,0.007862831465899944,
147,49,Straight Leg Calf Raise,550,550,1.1640799045562744,0.29240700602531433,1.720075011253357,0.08819745481014252,0.10926470160484314,0.08510337769985199,0.001655894098803401,
148,49,Straight Leg Calf Raise,550,550,1.1212100982666016,0.3738880157470703,1.7222661972045898,0.08997077494859695,0.10683110356330872,0.08519116044044495,0.002457733964547515,
149,49,Straight Leg Calf Raise,550,550,1.1824500560760498,0.2879229784011841,1.7107080221176147,0.09120757132768631,0.11084102839231491,0.08645877987146378,0.0020918159279972315,
150,50,Squat Jump,550,446,1.269670009613037,1.3405410051345825,1.8316274881362915,0.11845654249191284,0.1516772359609604,0.0872461274266243,0.02682356908917427,
151,50,Squat Jump,550,431,1.2147799730300903,1.4366259574890137,1.8405462503433228,0.11643923819065094,0.16362808644771576,0.08393992483615875,0.028504537418484688,
152,50,Squat Jump,550,481,1.1495599746704102,1.4546030759811401,1.8584158420562744,0.1273365020751953,0.17868828773498535,0.09037433564662933,0.030986152589321136,
153,51,Squat With Alternate Knee Lift,550,550,1.0866498947143555,0.9816269874572754,1.7006253004074097,0.09842919558286667,0.1210365816950798,0.08447064459323883,0.0205931905657053,
154,51,Squat With Alternate Knee Lift,550,550,1.2005400657653809,0.9156609773635864,1.667107343673706,0.09612777829170227,0.12846557796001434,0.07382708787918091,0.019862907007336617,
155,51,Squat With Alternate Knee Lift,550,550,1.0464999675750732,0.9604209661483765,1.7114022970199585,0.09879698604345322,0.13008566200733185,0.07405175268650055,0.01904447190463543,
156,52,Standing Alternate Butt Kick,550,550,1.389780044555664,0.7082189917564392,1.6616783142089844,0.08573931455612183,0.12691929936408997,0.06411901116371155,0.007481816690415144,
157,52,Standing Alternate Butt Kick,550,550,1.3162500858306885,0.6878249645233154,1.6512341499328613,0.08489091694355011,0.12000146508216858,0.0655544102191925,0.0071724639274179935,
158,52,Standing Alternate Butt Kick,550,550,1.1831400394439697,0.6563069820404053,1.6584038734436035,0.0836053192615509,0.11188285797834396,0.06621482223272324,0.0052773235365748405,
159,53,Knee Warm-up,550,440,1.2897100448608398,0.6989400386810303,1.6605288982391357,0.07762283086776733,0.1181928738951683,0.06604275107383728,0.010574840940535069,
160,53,Knee Warm-up,550,489,1.2865999937057495,0.6686279773712158,1.6656389236450195,0.07616011053323746,0.11687788367271423,0.06361943483352661,0.011325163766741753,
161,53,Knee Warm-up,550,444,1.1324200630187988,0.6987680196762085,1.6694308519363403,0.07531274110078812,0.10799253731966019,0.06282427906990051,0.009136630222201347,
162,54,Butt Kicks,550,391,1.1149300336837769,0.830348014831543,1.755216121673584,0.07718264311552048,0.10618435591459274,0.05808627977967262,0.010268110781908035,
