idx,frame_dir,model_id,person_id,action_id,repeat_id,label,total_frames,action_name,split,original_idx,augmentation_type
7258,M001P002A010R003_AUG000,1,2,10058,3,9,300,Squat With Arm Lift (aug 0),train,29,aug_0
7259,M001P002A010R003_AUG001,1,2,10059,3,9,300,Squat With Arm Lift (aug 1),train,29,aug_1
7260,M001P002A011R001_AUG000,1,2,10060,1,10,300,Breaststroke Arm Pull (aug 0),train,30,aug_0
7261,M001P002A011R001_AUG001,1,2,10061,1,10,300,Breaststroke Arm Pull (aug 1),train,30,aug_1
7262,M001P002A011R002_AUG000,1,2,10062,2,10,300,Breaststroke Arm Pull (aug 0),train,31,aug_0
7263,M001P002A011R002_AUG001,1,2,10063,2,10,300,Breaststroke Arm Pull (aug 1),train,31,aug_1
7264,M001P002A011R003_AUG000,1,2,10064,3,10,300,Breaststroke Arm Pull (aug 0),train,32,aug_0
7265,M001P002A011R003_AUG001,1,2,10065,3,10,300,Breaststroke Arm Pull (aug 1),train,32,aug_1
7266,M001P002A012R001_AUG000,1,2,10066,1,11,300,Prone Y-shape Stretch (aug 0),train,33,aug_0
7267,M001P002A012R001_AUG001,1,2,10067,1,11,300,Prone Y-shape Stretch (aug 1),train,33,aug_1
7268,M001P002A012R002_AUG000,1,2,10068,2,11,300,Prone Y-shape Stretch (aug 0),train,34,aug_0
7269,M001P002A012R002_AUG001,1,2,10069,2,11,300,Prone Y-shape Stretch (aug 1),train,34,aug_1
7270,M001P002A012R003_AUG000,1,2,10070,3,11,300,Prone Y-shape Stretch (aug 0),train,35,aug_0
7271,M001P002A012R003_AUG001,1,2,10071,3,11,300,Prone Y-shape Stretch (aug 1),train,35,aug_1
7272,M001P002A013R001_AUG000,1,2,10072,1,12,300,Lateral Raise Forward Circles (aug 0),train,36,aug_0
7273,M001P002A013R001_AUG001,1,2,10073,1,12,300,Lateral Raise Forward Circles (aug 1),train,36,aug_1
7274,M001P002A013R002_AUG000,1,2,10074,2,12,300,Lateral Raise Forward Circles (aug 0),train,37,aug_0
7275,M001P002A013R002_AUG001,1,2,10075,2,12,300,Lateral Raise Forward Circles (aug 1),train,37,aug_1
7276,M001P002A013R003_AUG000,1,2,10076,3,12,300,Lateral Raise Forward Circles (aug 0),train,38,aug_0
7277,M001P002A013R003_AUG001,1,2,10077,3,12,300,Lateral Raise Forward Circles (aug 1),train,38,aug_1
7278,M001P002A014R001_AUG000,1,2,10078,1,13,300,Lateral Raise Backward Circles (aug 0),train,39,aug_0
7279,M001P002A014R001_AUG001,1,2,10079,1,13,300,Lateral Raise Backward Circles (aug 1),train,39,aug_1
7280,M001P002A014R002_AUG000,1,2,10080,2,13,300,Lateral Raise Backward Circles (aug 0),train,40,aug_0
7281,M001P002A014R002_AUG001,1,2,10081,2,13,300,Lateral Raise Backward Circles (aug 1),train,40,aug_1
7282,M001P002A014R003_AUG000,1,2,10082,3,13,300,Lateral Raise Backward Circles (aug 0),train,41,aug_0
7283,M001P002A014R003_AUG001,1,2,10083,3,13,300,Lateral Raise Backward Circles (aug 1),train,41,aug_1
7284,M001P002A015R001_AUG000,1,2,10084,1,14,300,Lying Shoulder Joint Upward Round (aug 0),train,42,aug_0
7285,M001P002A015R001_AUG001,1,2,10085,1,14,300,Lying Shoulder Joint Upward Round (aug 1),train,42,aug_1
7286,M001P002A015R002_AUG000,1,2,10086,2,14,300,Lying Shoulder Joint Upward Round (aug 0),train,43,aug_0
7287,M001P002A015R002_AUG001,1,2,10087,2,14,300,Lying Shoulder Joint Upward Round (aug 1),train,43,aug_1
7288,M001P002A015R003_AUG000,1,2,10088,3,14,300,Lying Shoulder Joint Upward Round (aug 0),train,44,aug_0
7289,M001P002A015R003_AUG001,1,2,10089,3,14,300,Lying Shoulder Joint Upward Round (aug 1),train,44,aug_1
7290,M001P002A016R001_AUG000,1,2,10090,1,15,300,Lying Shoulder Joint Downward Round (aug 0),train,45,aug_0
7291,M001P002A016R001_AUG001,1,2,10091,1,15,300,Lying Shoulder Joint Downward Round (aug 1),train,45,aug_1
7292,M001P002A016R002_AUG000,1,2,10092,2,15,300,Lying Shoulder Joint Downward Round (aug 0),train,46,aug_0
7293,M001P002A016R002_AUG001,1,2,10093,2,15,300,Lying Shoulder Joint Downward Round (aug 1),train,46,aug_1
7294,M001P002A016R003_AUG000,1,2,10094,3,15,300,Lying Shoulder Joint Downward Round (aug 0),train,47,aug_0
7295,M001P002A016R003_AUG001,1,2,10095,3,15,300,Lying Shoulder Joint Downward Round (aug 1),train,47,aug_1
7296,M001P002A017R001_AUG000,1,2,10096,1,16,300,Bare-handed Full Lateral Raise (aug 0),train,48,aug_0
7297,M001P002A017R001_AUG001,1,2,10097,1,16,300,Bare-handed Full Lateral Raise (aug 1),train,48,aug_1
7298,M001P002A017R002_AUG000,1,2,10098,2,16,300,Bare-handed Full Lateral Raise (aug 0),train,49,aug_0
7299,M001P002A017R002_AUG001,1,2,10099,2,16,300,Bare-handed Full Lateral Raise (aug 1),train,49,aug_1
7300,M001P002A017R003_AUG000,1,2,10100,3,16,300,Bare-handed Full Lateral Raise (aug 0),train,50,aug_0
7301,M001P002A017R003_AUG001,1,2,10101,3,16,300,Bare-handed Full Lateral Raise (aug 1),train,50,aug_1
7302,M001P002A018R001_AUG000,1,2,10102,1,17,300,Bare-handed Cuban Press (aug 0),train,51,aug_0
7303,M001P002A018R001_AUG001,1,2,10103,1,17,300,Bare-handed Cuban Press (aug 1),train,51,aug_1
7304,M001P002A018R002_AUG000,1,2,10104,2,17,300,Bare-handed Cuban Press (aug 0),train,52,aug_0
7305,M001P002A018R002_AUG001,1,2,10105,2,17,300,Bare-handed Cuban Press (aug 1),train,52,aug_1
7306,M001P002A018R003_AUG000,1,2,10106,3,17,300,Bare-handed Cuban Press (aug 0),train,53,aug_0
7307,M001P002A018R003_AUG001,1,2,10107,3,17,300,Bare-handed Cuban Press (aug 1),train,53,aug_1
7308,M001P002A019R001_AUG000,1,2,10108,1,18,300,Fortune Cat (aug 0),train,54,aug_0
7309,M001P002A019R001_AUG001,1,2,10109,1,18,300,Fortune Cat (aug 1),train,54,aug_1
7310,M001P002A019R002_AUG000,1,2,10110,2,18,300,Fortune Cat (aug 0),train,55,aug_0
7311,M001P002A019R002_AUG001,1,2,10111,2,18,300,Fortune Cat (aug 1),train,55,aug_1
7312,M001P002A019R003_AUG000,1,2,10112,3,18,300,Fortune Cat (aug 0),train,56,aug_0
7313,M001P002A019R003_AUG001,1,2,10113,3,18,300,Fortune Cat (aug 1),train,56,aug_1
7314,M001P002A020R001_AUG000,1,2,10114,1,19,300,Dumbbell Curls (aug 0),train,57,aug_0
7315,M001P002A020R001_AUG001,1,2,10115,1,19,300,Dumbbell Curls (aug 1),train,57,aug_1
7316,M001P002A020R002_AUG000,1,2,10116,2,19,300,Dumbbell Curls (aug 0),train,58,aug_0
7317,M001P002A020R002_AUG001,1,2,10117,2,19,300,Dumbbell Curls (aug 1),train,58,aug_1
7318,M001P002A020R003_AUG000,1,2,10118,3,19,300,Dumbbell Curls (aug 0),train,59,aug_0
7319,M001P002A020R003_AUG001,1,2,10119,3,19,300,Dumbbell Curls (aug 1),train,59,aug_1
7320,M001P002A021R001_AUG000,1,2,10120,1,20,300,Alternate Dumbbell Curls (aug 0),train,60,aug_0
7321,M001P002A021R001_AUG001,1,2,10121,1,20,300,Alternate Dumbbell Curls (aug 1),train,60,aug_1
7322,M001P002A021R002_AUG000,1,2,10122,2,20,300,Alternate Dumbbell Curls (aug 0),train,61,aug_0
7323,M001P002A021R002_AUG001,1,2,10123,2,20,300,Alternate Dumbbell Curls (aug 1),train,61,aug_1
7324,M001P002A021R003_AUG000,1,2,10124,3,20,300,Alternate Dumbbell Curls (aug 0),train,62,aug_0
7325,M001P002A021R003_AUG001,1,2,10125,3,20,300,Alternate Dumbbell Curls (aug 1),train,62,aug_1
7326,M001P002A022R001_AUG000,1,2,10126,1,21,300,Right-side Kettlebell Bent-over Row (aug 0),train,63,aug_0
7327,M001P002A022R001_AUG001,1,2,10127,1,21,300,Right-side Kettlebell Bent-over Row (aug 1),train,63,aug_1
7328,M001P002A022R002_AUG000,1,2,10128,2,21,300,Right-side Kettlebell Bent-over Row (aug 0),train,64,aug_0
7329,M001P002A022R002_AUG001,1,2,10129,2,21,300,Right-side Kettlebell Bent-over Row (aug 1),train,64,aug_1
7330,M001P002A022R003_AUG000,1,2,10130,3,21,300,Right-side Kettlebell Bent-over Row (aug 0),train,65,aug_0
7331,M001P002A022R003_AUG001,1,2,10131,3,21,300,Right-side Kettlebell Bent-over Row (aug 1),train,65,aug_1
7332,M001P002A023R001_AUG000,1,2,10132,1,22,300,Wrist Joint Warm-up (aug 0),train,66,aug_0
7333,M001P002A023R001_AUG001,1,2,10133,1,22,300,Wrist Joint Warm-up (aug 1),train,66,aug_1
7334,M001P002A023R002_AUG000,1,2,10134,2,22,300,Wrist Joint Warm-up (aug 0),train,67,aug_0
7335,M001P002A023R002_AUG001,1,2,10135,2,22,300,Wrist Joint Warm-up (aug 1),train,67,aug_1
7336,M001P002A023R003_AUG000,1,2,10136,3,22,300,Wrist Joint Warm-up (aug 0),train,68,aug_0
7337,M001P002A023R003_AUG001,1,2,10137,3,22,300,Wrist Joint Warm-up (aug 1),train,68,aug_1
7338,M001P002A024R001_AUG000,1,2,10138,1,23,300,Right-side Bent-over Tricep Extension With Resistance Band (aug 0),train,69,aug_0
7339,M001P002A024R001_AUG001,1,2,10139,1,23,300,Right-side Bent-over Tricep Extension With Resistance Band (aug 1),train,69,aug_1
7340,M001P002A024R002_AUG000,1,2,10140,2,23,300,Right-side Bent-over Tricep Extension With Resistance Band (aug 0),train,70,aug_0
7341,M001P002A024R002_AUG001,1,2,10141,2,23,300,Right-side Bent-over Tricep Extension With Resistance Band (aug 1),train,70,aug_1
7342,M001P002A024R003_AUG000,1,2,10142,3,23,300,Right-side Bent-over Tricep Extension With Resistance Band (aug 0),train,71,aug_0
7343,M001P002A024R003_AUG001,1,2,10143,3,23,300,Right-side Bent-over Tricep Extension With Resistance Band (aug 1),train,71,aug_1
7344,M001P002A025R001_AUG000,1,2,10144,1,24,300,Bent-over Dumbbell Tricep Extension (aug 0),train,72,aug_0
7345,M001P002A025R001_AUG001,1,2,10145,1,24,300,Bent-over Dumbbell Tricep Extension (aug 1),train,72,aug_1
7346,M001P002A025R002_AUG000,1,2,10146,2,24,300,Bent-over Dumbbell Tricep Extension (aug 0),train,73,aug_0
7347,M001P002A025R002_AUG001,1,2,10147,2,24,300,Bent-over Dumbbell Tricep Extension (aug 1),train,73,aug_1
7348,M001P002A025R003_AUG000,1,2,10148,3,24,300,Bent-over Dumbbell Tricep Extension (aug 0),train,74,aug_0
7349,M001P002A025R003_AUG001,1,2,10149,3,24,300,Bent-over Dumbbell Tricep Extension (aug 1),train,74,aug_1
7350,M001P002A026R001_AUG000,1,2,10150,1,25,300,Nod And Raise Head (aug 0),train,75,aug_0
7351,M001P002A026R001_AUG001,1,2,10151,1,25,300,Nod And Raise Head (aug 1),train,75,aug_1
7352,M001P002A026R002_AUG000,1,2,10152,2,25,300,Nod And Raise Head (aug 0),train,76,aug_0
7353,M001P002A026R002_AUG001,1,2,10153,2,25,300,Nod And Raise Head (aug 1),train,76,aug_1
7354,M001P002A026R003_AUG000,1,2,10154,3,25,300,Nod And Raise Head (aug 0),train,77,aug_0
7355,M001P002A026R003_AUG001,1,2,10155,3,25,300,Nod And Raise Head (aug 1),train,77,aug_1
7356,M001P002A027R001_AUG000,1,2,10156,1,26,300,Two-way Head Turn (aug 0),train,78,aug_0
7357,M001P002A027R001_AUG001,1,2,10157,1,26,300,Two-way Head Turn (aug 1),train,78,aug_1
7358,M001P002A027R002_AUG000,1,2,10158,2,26,300,Two-way Head Turn (aug 0),train,79,aug_0
7359,M001P002A027R002_AUG001,1,2,10159,2,26,300,Two-way Head Turn (aug 1),train,79,aug_1
7360,M001P002A027R003_AUG000,1,2,10160,3,26,300,Two-way Head Turn (aug 0),train,80,aug_0
7361,M001P002A027R003_AUG001,1,2,10161,3,26,300,Two-way Head Turn (aug 1),train,80,aug_1
7362,M001P002A028R001_AUG000,1,2,10162,1,27,300,Shrug And Sink The Shoulders (aug 0),train,81,aug_0
7363,M001P002A028R001_AUG001,1,2,10163,1,27,300,Shrug And Sink The Shoulders (aug 1),train,81,aug_1
7364,M001P002A028R002_AUG000,1,2,10164,2,27,300,Shrug And Sink The Shoulders (aug 0),train,82,aug_0
7365,M001P002A028R002_AUG001,1,2,10165,2,27,300,Shrug And Sink The Shoulders (aug 1),train,82,aug_1
7366,M001P002A028R003_AUG000,1,2,10166,3,27,300,Shrug And Sink The Shoulders (aug 0),train,83,aug_0
7367,M001P002A028R003_AUG001,1,2,10167,3,27,300,Shrug And Sink The Shoulders (aug 1),train,83,aug_1
7368,M001P002A029R001_AUG000,1,2,10168,1,28,300,Four-way Nod Head (aug 0),train,84,aug_0
7369,M001P002A029R001_AUG001,1,2,10169,1,28,300,Four-way Nod Head (aug 1),train,84,aug_1
7370,M001P002A029R002_AUG000,1,2,10170,2,28,300,Four-way Nod Head (aug 0),train,85,aug_0
7371,M001P002A029R002_AUG001,1,2,10171,2,28,300,Four-way Nod Head (aug 1),train,85,aug_1
7372,M001P002A029R003_AUG000,1,2,10172,3,28,300,Four-way Nod Head (aug 0),train,86,aug_0
7373,M001P002A029R003_AUG001,1,2,10173,3,28,300,Four-way Nod Head (aug 1),train,86,aug_1
7374,M001P002A030R001_AUG000,1,2,10174,1,29,300,Lying Alternate Upper-half Leg Raise (aug 0),train,87,aug_0
7375,M001P002A030R001_AUG001,1,2,10175,1,29,300,Lying Alternate Upper-half Leg Raise (aug 1),train,87,aug_1
7376,M001P002A030R002_AUG000,1,2,10176,2,29,300,Lying Alternate Upper-half Leg Raise (aug 0),train,88,aug_0
7377,M001P002A030R002_AUG001,1,2,10177,2,29,300,Lying Alternate Upper-half Leg Raise (aug 1),train,88,aug_1
7378,M001P002A030R003_AUG000,1,2,10178,3,29,300,Lying Alternate Upper-half Leg Raise (aug 0),train,89,aug_0
7379,M001P002A030R003_AUG001,1,2,10179,3,29,300,Lying Alternate Upper-half Leg Raise (aug 1),train,89,aug_1
7380,M001P002A031R001_AUG000,1,2,10180,1,30,300,Half Roll Back (aug 0),train,90,aug_0
7381,M001P002A031R001_AUG001,1,2,10181,1,30,300,Half Roll Back (aug 1),train,90,aug_1
7382,M001P002A031R002_AUG000,1,2,10182,2,30,300,Half Roll Back (aug 0),train,91,aug_0
7383,M001P002A031R002_AUG001,1,2,10183,2,30,300,Half Roll Back (aug 1),train,91,aug_1
7384,M001P002A031R003_AUG000,1,2,10184,3,30,300,Half Roll Back (aug 0),train,92,aug_0
7385,M001P002A031R003_AUG001,1,2,10185,3,30,300,Half Roll Back (aug 1),train,92,aug_1
7386,M001P002A032R001_AUG000,1,2,10186,1,31,300,Kneeling Right-side Torso Twist (aug 0),train,93,aug_0
7387,M001P002A032R001_AUG001,1,2,10187,1,31,300,Kneeling Right-side Torso Twist (aug 1),train,93,aug_1
7388,M001P002A032R002_AUG000,1,2,10188,2,31,300,Kneeling Right-side Torso Twist (aug 0),train,94,aug_0
7389,M001P002A032R002_AUG001,1,2,10189,2,31,300,Kneeling Right-side Torso Twist (aug 1),train,94,aug_1
7390,M001P002A032R003_AUG000,1,2,10190,3,31,300,Kneeling Right-side Torso Twist (aug 0),train,95,aug_0
7391,M001P002A032R003_AUG001,1,2,10191,3,31,300,Kneeling Right-side Torso Twist (aug 1),train,95,aug_1
7392,M001P002A033R001_AUG000,1,2,10192,1,32,300,Left-side Knee Raise And Abdominal Muscles Contract (aug 0),train,96,aug_0
7393,M001P002A033R001_AUG001,1,2,10193,1,32,300,Left-side Knee Raise And Abdominal Muscles Contract (aug 1),train,96,aug_1
7394,M001P002A033R002_AUG000,1,2,10194,2,32,300,Left-side Knee Raise And Abdominal Muscles Contract (aug 0),train,97,aug_0
7395,M001P002A033R002_AUG001,1,2,10195,2,32,300,Left-side Knee Raise And Abdominal Muscles Contract (aug 1),train,97,aug_1
7396,M001P002A033R003_AUG000,1,2,10196,3,32,300,Left-side Knee Raise And Abdominal Muscles Contract (aug 0),train,98,aug_0
7397,M001P002A033R003_AUG001,1,2,10197,3,32,300,Left-side Knee Raise And Abdominal Muscles Contract (aug 1),train,98,aug_1
7398,M001P002A034R001_AUG000,1,2,10198,1,33,300,Kneeling Right Leg Backward Stretch (aug 0),train,99,aug_0
7399,M001P002A034R001_AUG001,1,2,10199,1,33,300,Kneeling Right Leg Backward Stretch (aug 1),train,99,aug_1
7400,M001P002A034R002_AUG000,1,2,10200,2,33,300,Kneeling Right Leg Backward Stretch (aug 0),train,100,aug_0
7401,M001P002A034R002_AUG001,1,2,10201,2,33,300,Kneeling Right Leg Backward Stretch (aug 1),train,100,aug_1
7402,M001P002A034R003_AUG000,1,2,10202,3,33,300,Kneeling Right Leg Backward Stretch (aug 0),train,101,aug_0
7403,M001P002A034R003_AUG001,1,2,10203,3,33,300,Kneeling Right Leg Backward Stretch (aug 1),train,101,aug_1
7404,M001P002A035R001_AUG000,1,2,10204,1,34,300,Kneeling Right Arm Raise (aug 0),train,102,aug_0
7405,M001P002A035R001_AUG001,1,2,10205,1,34,300,Kneeling Right Arm Raise (aug 1),train,102,aug_1
7406,M001P002A035R002_AUG000,1,2,10206,2,34,300,Kneeling Right Arm Raise (aug 0),train,103,aug_0
7407,M001P002A035R002_AUG001,1,2,10207,2,34,300,Kneeling Right Arm Raise (aug 1),train,103,aug_1
7408,M001P002A035R003_AUG000,1,2,10208,3,34,300,Kneeling Right Arm Raise (aug 0),train,104,aug_0
7409,M001P002A035R003_AUG001,1,2,10209,3,34,300,Kneeling Right Arm Raise (aug 1),train,104,aug_1
7410,M001P002A036R001_AUG000,1,2,10210,1,35,300,Shoulder Bridge (aug 0),train,105,aug_0
7411,M001P002A036R001_AUG001,1,2,10211,1,35,300,Shoulder Bridge (aug 1),train,105,aug_1
7412,M001P002A036R002_AUG000,1,2,10212,2,35,300,Shoulder Bridge (aug 0),train,106,aug_0
7413,M001P002A036R002_AUG001,1,2,10213,2,35,300,Shoulder Bridge (aug 1),train,106,aug_1
7414,M001P002A036R003_AUG000,1,2,10214,3,35,300,Shoulder Bridge (aug 0),train,107,aug_0
7415,M001P002A036R003_AUG001,1,2,10215,3,35,300,Shoulder Bridge (aug 1),train,107,aug_1
7416,M001P002A037R001_AUG000,1,2,10216,1,36,300,Prone Press-ups (aug 0),train,108,aug_0
7417,M001P002A037R001_AUG001,1,2,10217,1,36,300,Prone Press-ups (aug 1),train,108,aug_1
7418,M001P002A037R002_AUG000,1,2,10218,2,36,300,Prone Press-ups (aug 0),train,109,aug_0
7419,M001P002A037R002_AUG001,1,2,10219,2,36,300,Prone Press-ups (aug 1),train,109,aug_1
7420,M001P002A037R003_AUG000,1,2,10220,3,36,300,Prone Press-ups (aug 0),train,110,aug_0
7421,M001P002A037R003_AUG001,1,2,10221,3,36,300,Prone Press-ups (aug 1),train,110,aug_1
7422,M001P002A038R001_AUG000,1,2,10222,1,37,300,Bent-over Torso Rotation (aug 0),train,111,aug_0
7423,M001P002A038R001_AUG001,1,2,10223,1,37,300,Bent-over Torso Rotation (aug 1),train,111,aug_1
7424,M001P002A038R002_AUG000,1,2,10224,2,37,300,Bent-over Torso Rotation (aug 0),train,112,aug_0
7425,M001P002A038R002_AUG001,1,2,10225,2,37,300,Bent-over Torso Rotation (aug 1),train,112,aug_1
7426,M001P002A038R003_AUG000,1,2,10226,3,37,300,Bent-over Torso Rotation (aug 0),train,113,aug_0
7427,M001P002A038R003_AUG001,1,2,10227,3,37,300,Bent-over Torso Rotation (aug 1),train,113,aug_1
7428,M001P002A039R001_AUG000,1,2,10228,1,38,300,Lying Arm Pull (aug 0),train,114,aug_0
7429,M001P002A039R001_AUG001,1,2,10229,1,38,300,Lying Arm Pull (aug 1),train,114,aug_1
7430,M001P002A039R002_AUG000,1,2,10230,2,38,300,Lying Arm Pull (aug 0),train,115,aug_0
7431,M001P002A039R002_AUG001,1,2,10231,2,38,300,Lying Arm Pull (aug 1),train,115,aug_1
7432,M001P002A039R003_AUG000,1,2,10232,3,38,300,Lying Arm Pull (aug 0),train,116,aug_0
7433,M001P002A039R003_AUG001,1,2,10233,3,38,300,Lying Arm Pull (aug 1),train,116,aug_1
7434,M001P002A040R001_AUG000,1,2,10234,1,39,300,Prone Press Up With Torso Rotation (aug 0),train,117,aug_0
7435,M001P002A040R001_AUG001,1,2,10235,1,39,300,Prone Press Up With Torso Rotation (aug 1),train,117,aug_1
7436,M001P002A040R002_AUG000,1,2,10236,2,39,300,Prone Press Up With Torso Rotation (aug 0),train,118,aug_0
7437,M001P002A040R002_AUG001,1,2,10237,2,39,300,Prone Press Up With Torso Rotation (aug 1),train,118,aug_1
7438,M001P002A040R003_AUG000,1,2,10238,3,39,300,Prone Press Up With Torso Rotation (aug 0),train,119,aug_0
7439,M001P002A040R003_AUG001,1,2,10239,3,39,300,Prone Press Up With Torso Rotation (aug 1),train,119,aug_1
7440,M001P002A041R001_AUG000,1,2,10240,1,40,300,Breaststroke Push-ups (aug 0),train,120,aug_0
